PMID,Amount,Country,Region,ISO3
11318913,24,USA,North America,USA
11318966,105,USA,North America,USA
11320045,334,France,Europe,FRA
11320385,11091,Vietnam,Asia-Pacific,VNM
11322152,5,USA,North America,USA
11323348,82,Netherlands,Europe,NLD
11323501,311,USA,North America,USA
11323510,68,USA,North America,USA
11325322,203,USA,North America,USA
11328289,209,UK,Europe,GBR
11329461,152,USA,North America,USA
11329468,299,USA,North America,USA
11331049,274,Ireland,Europe,IRL
11331428,15,USA,North America,USA
11331840,274,UK,Europe,GBR
11331845,39,USA,North America,USA
11332151,247,Italy,Europe,ITA
11333992,109,USA,North America,USA
11334121,78,Norway,Europe,NOR
11334193,39,USA,North America,USA
11334895,16,Netherlands,Europe,NLD
11334904,22,USA,North America,USA
11334905,13,UK,Europe,GBR
11334921,197,USA,North America,USA
11340684,27,Italy,Europe,ITA
11341138,266,Canada,North America,CAN
11341338,52,USA,North America,USA
11342422,516,UK,Europe,GBR
11342423,52,USA,North America,USA
11343530,2657,Romania,Europe,ROU
11344882,460,USA,North America,USA
11345366,56,USA,North America,USA
11345378,71,USA,North America,USA
11345379,100,USA,North America,USA
11345387,266,USA,North America,USA
11346432,334,USA,North America,USA
11346806,780,USA,North America,USA
11348533,588,Angola,Africa,AGO
11349017,41,USA,North America,USA
11353629,120,Ghana,Africa,GHA
11355937,679,UK,Europe,GBR
11357205,400,Malawi,Africa,MWI
11358775,400,UK,Europe,GBR
11358776,940,UK,Europe,GBR
11359749,227,Netherlands,Europe,NLD
11368195,70,USA,North America,USA
11369159,100,UK,Europe,GBR
11369627,115,USA,North America,USA
11369630,42,USA,North America,USA
11370345,20,Iraq,Middle East,IRQ
11375230,134,Australia,Asia-Pacific,AUS
11375232,221,UK,Europe,GBR
11378012,1959,USA,North America,USA
11378663,55,Brazil,South America,BRA
11378806,46,Netherlands,Europe,NLD
11379605,95,UK,Europe,GBR
11380463,235,UK,Europe,GBR
11380832,16,USA,North America,USA
11381675,71,Japan,Asia-Pacific,JPN
11384628,32,USA,North America,USA
11384629,267,USA,North America,USA
11384630,267,USA,North America,USA
11384639,84,France,Europe,FRA
11384657,16,Israel,Middle East,ISR
11385379,150,Thailand,Asia-Pacific,THA
11385386,24,Japan,Asia-Pacific,JPN
11387176,571,Finland,Europe,FIN
11387182,190,UK,Europe,GBR
11387540,120,USA,North America,USA
11394426,200,USA,North America,USA
11395670,461,France,Europe,FRA
11397028,605,UK,Europe,GBR
11397745,255,UK,Europe,GBR
11397890,445,Sweden,Europe,SWE
11401051,12079,Sweden,Europe,SWE
11401110,32,Switzerland,Europe,CHE
11401111,297,Australia,Asia-Pacific,AUS
11401114,28,UK,Europe,GBR
11401117,60,Japan,Asia-Pacific,JPN
11401628,128,Hong Kong,Asia-Pacific,CHN
11401971,195,UK,Europe,GBR
11405501,108,Denmark,Europe,DNK
11408210,65,Brazil,South America,BRA
11408300,343,UK,Europe,GBR
11409665,100,Thailand,Asia-Pacific,THA
11413116,776,UK,Europe,GBR
11413177,324,Australia,Asia-Pacific,AUS
11415918,30,USA,North America,USA
11416677,654,USA,North America,USA
11418458,504,USA,North America,USA
11418543,35,USA,North America,USA
11419884,57,USA,North America,USA
11419885,248,USA,North America,USA
11420821,305,Switzerland,Europe,CHE
11421506,1139,Sweden,Europe,SWE
11422013,25,Vietnam,Asia-Pacific,VNM
11422249,28,Sweden,Europe,SWE
11422338,19,Germany,Europe,DEU
11422739,29,USA,North America,USA
11422755,32,Germany,Europe,DEU
11422760,101,Taiwan,Asia-Pacific,TWN
11422765,208,USA,North America,USA
11422770,144,France,Europe,FRA
11422959,553,Bangladesh,Asia-Pacific,BGD
11422960,300,Thailand,Asia-Pacific,THA
11423451,20,UK,Europe,GBR
11423457,476,UK,Europe,GBR
11425369,425,Kenya,Africa,KEN
11427189,190,UK,Europe,GBR
11430539,22,Sweden,Europe,SWE
11431296,709,Burkina Faso,Africa,BFA
11431298,150,Finland,Europe,FIN
11431299,177,Germany,Europe,DEU
11435187,161,USA,North America,USA
11435293,93,USA,North America,USA
11436934,685,Spain,Europe,ESP
11438314,749,USA,North America,USA
11438315,267,USA,North America,USA
11438317,70,Italy,Europe,ITA
11438320,115,USA,North America,USA
11438321,297,USA,North America,USA
11438328,81,UK,Europe,GBR
11438340,209,USA,North America,USA
11439734,672,USA,North America,USA
11442499,619,UK,Europe,GBR
11442893,182,Japan,Asia-Pacific,JPN
11448721,36,France,Europe,FRA
11449021,233,New Zealand,Asia-Pacific,NZL
11450675,482,USA,North America,USA
11450676,129,USA,North America,USA
11451264,454,USA,North America,USA
11451296,8557,Australia,Asia-Pacific,AUS
11451697,410,USA,North America,USA
11451784,161,Netherlands,Europe,NLD
11452321,258,Brazil,South America,BRA
11454179,55,Germany,Europe,DEU
11458482,150,Finland,Europe,FIN
11459901,39,France,Europe,FRA
11462311,38,Netherlands,Europe,NLD
11463927,543,Kenya,Africa,KEN
11464426,353,USA,North America,USA
11464427,396,USA,North America,USA
11468148,388,USA,North America,USA
11469730,584,Sweden,Europe,SWE
11469941,299,Ghana,Africa,GHA
11470690,475,USA,North America,USA
11471853,479,Japan,Asia-Pacific,JPN
11473657,166,Australia,Asia-Pacific,AUS
11474662,229,USA,North America,USA
11476766,40,Italy,Europe,ITA
11476777,60,Norway,Europe,NOR
11476795,300,Denmark,Europe,DNK
11476796,28,USA,North America,USA
11477966,180,Gambia,Africa,GMB
11479493,110,USA,North America,USA
11481387,449,Netherlands,Europe,NLD
11482295,146,USA,North America,USA
11482539,135,China,Asia-Pacific,CHN
11482588,2000,USA,North America,USA
11484951,161,Canada,North America,CAN
11486568,30,USA,North America,USA
11487258,347,UK,Europe,GBR
11487597,173,USA,North America,USA
11493488,904,Indonesia,Asia-Pacific,IDN
11495387,177,UK,Europe,GBR
11496277,265,Netherlands,Europe,NLD
11496278,45,Germany,Europe,DEU
11496849,909,USA,North America,USA
11498488,800,Bangladesh,Asia-Pacific,BGD
11499122,719,USA,North America,USA
11499124,461,USA,North America,USA
11499722,704,USA,North America,USA
11499735,91,USA,North America,USA
11499744,40,UK,Europe,GBR
11502231,32,USA,North America,USA
11502515,119,France,Europe,FRA
11504259,40,Canada,North America,CAN
11507213,291,USA,North America,USA
11509496,27,Canada,North America,CAN
11510392,42,Netherlands,Europe,NLD
11511435,800,UK,Europe,GBR
11514044,283,USA,North America,USA
11514487,98,UK,Europe,GBR
11516600,703,USA,North America,USA
11517126,70,USA,North America,USA
11517129,19,Germany,Europe,DEU
11517198,87,Australia,Asia-Pacific,AUS
11517200,36,UK,Europe,GBR
11519238,173,USA,North America,USA
11520329,349,USA,North America,USA
11520379,245,USA,North America,USA
11520380,246,USA,North America,USA
11520383,300,USA,North America,USA
11520387,246,USA,North America,USA
11520747,68,Kenya,Africa,KEN
11520775,131,UK,Europe,GBR
11520776,106,UK,Europe,GBR
11520781,166,USA,North America,USA
11520836,91,India,Asia-Pacific,IND
11522614,34,Sweden,Europe,SWE
11522769,16,USA,North America,USA
11527612,2064,USA,North America,USA
11527621,276,USA,North America,USA
11527646,16,Australia,Asia-Pacific,AUS
11527647,58,USA,North America,USA
11527789,185,USA,North America,USA
11527798,663,India,Asia-Pacific,IND
11527840,66,USA,North America,USA
11529210,304,Italy,Europe,ITA
11529850,204,Netherlands,Europe,NLD
11531635,64,South Africa,Africa,ZAF
11531666,110,UK,Europe,GBR
11531947,12,Netherlands,Europe,NLD
11532109,186,USA,North America,USA
11532112,166,USA,North America,USA
11532240,118,UK,Europe,GBR
11532463,97,Italy,Europe,ITA
11532477,346,Japan,Asia-Pacific,JPN
11532479,379,Denmark,Europe,DNK
11532487,281,USA,North America,USA
11532838,268,Australia,Asia-Pacific,AUS
11532842,163,Sweden,Europe,SWE
11532844,205,UK,Europe,GBR
11532845,112,UK,Europe,GBR
11533326,557,Ghana,Africa,GHA
11533423,501,UK,Europe,GBR
11533599,142,USA,North America,USA
11535502,698,UK,Europe,GBR
11535508,854,UK,Europe,GBR
11545630,211,USA,North America,USA
11547841,200,China,Asia-Pacific,CHN
11549415,18,Finland,Europe,FIN
11552215,63,USA,North America,USA
11552994,30,Finland,Europe,FIN
11553000,98,France,Europe,FRA
11554887,154,USA,North America,USA
11555433,196,Ghana,Africa,GHA
11555442,51,Tanzania,Africa,TZA
11556039,88,Iraq,Middle East,IRQ
11556937,214,USA,North America,USA
11556942,109,USA,North America,USA
11556943,57,USA,North America,USA
11557459,73,USA,North America,USA
11557462,49,USA,North America,USA
11557467,10,USA,North America,USA
11557642,14,UK,Europe,GBR
11557703,747,New Zealand,Asia-Pacific,NZL
11557704,320,UK,Europe,GBR
11558843,110,Japan,Asia-Pacific,JPN
11559644,298,Denmark,Europe,DNK
11559960,16,Switzerland,Europe,CHE
11560559,51,USA,North America,USA
11561502,60,UK,Europe,GBR
11562517,200,UK,Europe,GBR
11564183,50,Brazil,South America,BRA
11564611,600,Australia,Asia-Pacific,AUS
11565978,183,UK,Europe,GBR
11566255,61,USA,North America,USA
11566649,90,Tanzania,Africa,TZA
11566828,204,UK,Europe,GBR
11567937,131,Kenya,Africa,KEN
11570022,190,USA,North America,USA
11572538,21,USA,North America,USA
11573049,102,USA,North America,USA
11573520,248,Japan,Asia-Pacific,JPN
11573525,60,UK,Europe,GBR
11573581,20,Germany,Europe,DEU
11573587,40,UK,Europe,GBR
11573626,75,USA,North America,USA
11573627,14,Australia,Asia-Pacific,AUS
11573659,40,UK,Europe,GBR
11573662,40,USA,North America,USA
11573667,40,UK,Europe,GBR
11574336,1011,USA,North America,USA
11574431,1246,USA,North America,USA
11575336,50,Germany,Europe,DEU
11575338,90,UK,Europe,GBR
11575340,40,UK,Europe,GBR
11575342,20,USA,North America,USA
11575343,231,USA,North America,USA
11575407,40,Denmark,Europe,DNK
11575415,60,UK,Europe,GBR
11575418,38,USA,North America,USA
11575897,362,Sweden,Europe,SWE
11576357,17,Japan,Asia-Pacific,JPN
11576365,100,USA,North America,USA
11576413,40,Hong Kong,Asia-Pacific,CHN
11576802,44,USA,North America,USA
11576977,165,UK,Europe,GBR
11577655,166,USA,North America,USA
11579072,79,Canada,North America,CAN
11579889,459,Gambia,Africa,GMB
11579891,220,Tanzania,Africa,TZA
11581083,150,USA,North America,USA
11581600,140,Italy,Europe,ITA
11581607,53,USA,North America,USA
11583883,105,Netherlands,Europe,NLD
11585150,20,Sweden,Europe,SWE
11585356,109,China,Asia-Pacific,CHN
11588025,938,USA,North America,USA
11588120,123,UK,Europe,GBR
11588286,132,UK,Europe,GBR
11588406,588,USA,North America,USA
11591407,1760,France,Europe,FRA
11593302,48,Brazil,South America,BRA
11593835,64,UK,Europe,GBR
11594714,60,Turkey,Middle East,TUR
11594896,592,USA,North America,USA
11594976,100,Denmark,Europe,DNK
11596587,198,USA,North America,USA
11598040,48,USA,North America,USA
11600352,48,Brazil,South America,BRA
11602028,27,USA,North America,USA
11602545,179,Italy,Europe,ITA
11602546,92,Netherlands,Europe,NLD
11606667,386,USA,North America,USA
11606677,210,USA,North America,USA
11642232,18,Denmark,Europe,DNK
11642642,120,Netherlands,Europe,NLD
11665788,29,Japan,Asia-Pacific,JPN
11668157,616,Ireland,Europe,IRL
11668312,34,Finland,Europe,FIN
11668653,8,Australia,Asia-Pacific,AUS
11668655,74,USA,North America,USA
11669361,450,USA,North America,USA
11673125,45,Chile,South America,CHL
11677705,688,UK,Europe,GBR
11678781,20,Vietnam,Asia-Pacific,VNM
11679387,970,Denmark,Europe,DNK
11679441,40,UK,Europe,GBR
11680441,25,USA,North America,USA
11680444,664,USA,North America,USA
11684621,2546,USA,North America,USA
11686857,457,UK,Europe,GBR
11687449,600,Dominican Republic,North America,DOM
11687453,8,Japan,Asia-Pacific,JPN
11687568,420,USA,North America,USA
11687611,12,USA,North America,USA
11689803,80,USA,North America,USA
11689808,48,Germany,Europe,DEU
11691500,40,USA,North America,USA
11691516,20,USA,North America,USA
11691524,36,Canada,North America,CAN
11691528,175,UK,Europe,GBR
11691667,340,USA,North America,USA
11691758,634,UK,Europe,GBR
11691759,634,UK,Europe,GBR
11696071,21,USA,North America,USA
11697833,81,Greece,Europe,GRC
11698275,114,Italy,Europe,ITA
11699125,926,Egypt,Africa,EGY
11701101,476,UK,Europe,GBR
11701432,14,USA,North America,USA
11701572,708,UK,Europe,GBR
11703374,355,France,Europe,FRA
11704116,404,Argentina,South America,ARG
11704117,36,USA,North America,USA
11704123,39,France,Europe,FRA
11704128,249,Australia,Asia-Pacific,AUS
11704133,23,USA,North America,USA
11704367,104,USA,North America,USA
11704371,509,USA,North America,USA
11704378,47,USA,North America,USA
11704395,138,USA,North America,USA
11705338,125,Spain,Europe,ESP
11705343,109,Spain,Europe,ESP
11706909,237,Canada,North America,CAN
11709314,47,France,Europe,FRA
11709334,16,Germany,Europe,DEU
11710825,78,Germany,Europe,DEU
11712936,401,Kenya,Africa,KEN
11716197,80,UK,Europe,GBR
11719353,57,Australia,Asia-Pacific,AUS
11719356,226,USA,North America,USA
11719362,101,USA,North America,USA
11719721,185,UK,Europe,GBR
11720426,233,Belgium,Europe,BEL
11722416,561,South Africa,Africa,ZAF
11722961,557,Ghana,Africa,GHA
11724948,180,China,Asia-Pacific,CHN
11728891,78,USA,North America,USA
11729578,23,Israel,Middle East,ISR
11730741,126,USA,North America,USA
11730742,201,USA,North America,USA
11730758,132,Italy,Europe,ITA
11731389,472,UK,Europe,GBR
11731813,420,Ghana,Africa,GHA
11732512,22,Switzerland,Europe,CHE
11732515,123,Finland,Europe,FIN
11732520,120,Japan,Asia-Pacific,JPN
11733289,35,USA,North America,USA
11734652,35,USA,North America,USA
11736876,14,Thailand,Asia-Pacific,THA
11737400,22,France,Europe,FRA
11737404,50,UK,Europe,GBR
11737409,304,Australia,Asia-Pacific,AUS
11737438,96,USA,North America,USA
11737617,157,USA,North America,USA
11738225,24,UK,Europe,GBR
11738278,54,USA,North America,USA
11738299,293,USA,North America,USA
11738300,25,USA,North America,USA
11738309,54,Germany,Europe,DEU
11738312,521,Mexico,North America,MEX
11739158,498,France,Europe,FRA
11739159,127,USA,North America,USA
11739221,118,UK,Europe,GBR
11740041,212,USA,North America,USA
11740042,189,USA,North America,USA
11742047,627,USA,North America,USA
11743151,728,Netherlands,Europe,NLD
11744561,614,Tanzania,Africa,TZA
11744565,329,UK,Europe,GBR
11747326,132,UK,Europe,GBR
11747767,20,China,Asia-Pacific,CHN
11748949,126,Denmark,Europe,DNK
11749745,236,USA,North America,USA
11749763,329,Australia,Asia-Pacific,AUS
11749817,24,Taiwan,Asia-Pacific,TWN
11751349,339,Israel,Middle East,ISR
11751658,14,Sweden,Europe,SWE
11751664,16,UK,Europe,GBR
11751775,18,Netherlands,Europe,NLD
11751803,150,USA,North America,USA
11755281,206,UK,Europe,GBR
11755283,294,USA,North America,USA
11755284,36,USA,North America,USA
11755289,75,USA,North America,USA
11755291,88,USA,North America,USA
11755292,16,USA,North America,USA
11759263,154,Japan,Asia-Pacific,JPN
11759643,241,USA,North America,USA
11760845,239,USA,North America,USA
11771665,42,USA,North America,USA
11772772,604,USA,North America,USA
11772963,619,Denmark,Europe,DNK
11772973,20,France,Europe,FRA
11773168,441,Italy,Europe,ITA
11773574,687,Tanzania,Africa,TZA
11776481,201,USA,North America,USA
11777833,12,USA,North America,USA
11779598,56,Turkey,Middle East,TUR
11779600,162,Sweden,Europe,SWE
11780926,53,USA,North America,USA
11782219,329,Sweden,Europe,SWE
11782286,389,UK,Europe,GBR
11782752,485,UK,Europe,GBR
11783748,60,USA,North America,USA
11786110,18,USA,North America,USA
11786452,540,UK,Europe,GBR
11786454,259,UK,Europe,GBR
11788212,293,USA,North America,USA
11788216,16,Austria,Europe,AUT
11788219,130,USA,North America,USA
11788220,85,Netherlands,Europe,NLD
11788564,22,UK,Europe,GBR
11791829,199,UK,Europe,GBR
11795467,70,USA,North America,USA
11796346,66,USA,North America,USA
11796586,134,Netherlands,Europe,NLD
11796602,42,USA,North America,USA
11796654,21,France,Europe,FRA
11796769,110,UK,Europe,GBR
11796805,149,Zimbabwe,Africa,ZWE
11796808,135,USA,North America,USA
11799030,125,Switzerland,Europe,CHE
11799031,61,Australia,Asia-Pacific,AUS
11799484,106,USA,North America,USA
11800243,256,Canada,North America,CAN
11801195,190,Netherlands,Europe,NLD
11801508,32,Singapore,Asia-Pacific,SGP
11802135,548,Canada,North America,CAN
11802143,200,USA,North America,USA
11803730,106,USA,North America,USA
11804430,97,Egypt,Africa,EGY
11806858,30,Sweden,Europe,SWE
11806863,38,USA,North America,USA
11806864,33,USA,North America,USA
11806971,282,France,Europe,FRA
11806988,794,Italy,Europe,ITA
11809642,184,Netherlands,Europe,NLD
11812810,392,Australia,Asia-Pacific,AUS
11812816,187,Mexico,North America,MEX
11815321,26,USA,North America,USA
11815344,86,Germany,Europe,DEU
11815493,256,USA,North America,USA
11815957,224,USA,North America,USA
11815967,132,Japan,Asia-Pacific,JPN
11815975,515,USA,North America,USA
11815983,233,Sweden,Europe,SWE
11815986,52,Germany,Europe,DEU
11818299,360,USA,North America,USA
11818305,240,USA,North America,USA
11818309,141,USA,North America,USA
11819768,167,Austria,Europe,AUT
11819790,48,USA,North America,USA
11819800,48,China,Asia-Pacific,CHN
11819801,51,China,Asia-Pacific,CHN
11819866,83,China,Asia-Pacific,CHN
11820462,114,Netherlands,Europe,NLD
11821078,45,Germany,Europe,DEU
11821089,123,Switzerland,Europe,CHE
11821634,22,USA,North America,USA
11822760,139,USA,North America,USA
11822764,690,Germany,Europe,DEU
11823075,437,Netherlands,Europe,NLD
11823086,200,USA,North America,USA
11825173,202,USA,North America,USA
11825347,315,UK,Europe,GBR
11827905,147,Pakistan,Asia-Pacific,PAK
11828277,144,USA,North America,USA
11828279,24,USA,North America,USA
11828293,885,Israel,Middle East,ISR
11830461,213,USA,North America,USA
11832356,24,USA,North America,USA
11832527,323,USA,North America,USA
11833075,473,China,Asia-Pacific,CHN
11834535,110,Italy,Europe,ITA
11835115,47,Switzerland,Europe,CHE
11835692,209,UK,Europe,GBR
11835697,43,Thailand,Asia-Pacific,THA
11836455,585,USA,North America,USA
11839710,92,Finland,Europe,FIN
11839712,11,Germany,Europe,DEU
11841525,239,USA,North America,USA
11842036,2198,South Korea,Asia-Pacific,KOR
11843249,74,Australia,Asia-Pacific,AUS
11843308,5,South Korea,Asia-Pacific,KOR
11844172,97,Sweden,Europe,SWE
11846888,40,Finland,Europe,FIN
11847165,161,UK,Europe,GBR
11848167,30,Japan,Asia-Pacific,JPN
11849191,24,Vietnam,Asia-Pacific,VNM
11849315,44,UK,Europe,GBR
11849382,35,Switzerland,Europe,CHE
11849412,51,UK,Europe,GBR
11849419,87,India,Asia-Pacific,IND
11849459,36,USA,North America,USA
11849464,480,USA,North America,USA
11849633,1785,USA,North America,USA
11849851,120,Netherlands,Europe,NLD
11849859,246,Japan,Asia-Pacific,JPN
11849865,44,USA,North America,USA
11849868,42,USA,North America,USA
11850256,24,USA,North America,USA
11850257,100,USA,North America,USA
11850261,47,Thailand,Asia-Pacific,THA
11850268,11,USA,North America,USA
11850269,16,USA,North America,USA
11850288,24,Japan,Asia-Pacific,JPN
11851640,76,UK,Europe,GBR
11851644,8,UK,Europe,GBR
11854123,173,South Africa,Africa,ZAF
11854727,402,USA,North America,USA
11854728,36,USA,North America,USA
11854731,195,USA,North America,USA
11854741,14,UK,Europe,GBR
11856388,235,Netherlands,Europe,NLD
11861235,225,Germany,Europe,DEU
