ISO3,Authors,DALYs,Participants,PBR,Participant_Share,DALY_Share,A_global_share,P_burden_global_share,P_participant_global_share,A_norm,P_burden_norm,P_participant_norm,Limiting_Factor,Residual,Impact_Scores,Disease,CIS_Country,x,y,Status,Visual_Factor
PNG,3,2101637.628,20.34134409,0.008790905,1.11E-05,0.001258346,0.000685088,0.00119064,1.11E-05,0.363097083,0.63104005,0.005862867,Multiple_Factors,-3.822554831,"{'Research_Investment': 0.6336409292895975, 'Health_Infrastructure': 0.08709225571900962, 'Governance': 0.6803800743139825}",HIV/AIDS and sexually transmitted infections,0.055623571,0.187411409,0.314451298,Under,Multiple_Factors
POL,2,304160.9424,190,0.103325504,0.000103326,0.000182115,0.000456725,0.000172316,0.000103326,0.623628995,0.235286674,0.141084331,Over_Performing,1.041348934,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",HIV/AIDS and sexually transmitted infections,-0.01267985,0.452898828,0.540078553,Over_Performing,Unknown
PRI,12,499920.2466,380.5671788,0.206959451,0.000206959,0.000299325,0.002740352,0.00028322,0.000206959,0.848266702,0.087669692,0.064063606,Research_Investment,-1.307310603,"{'Research_Investment': 0.14090327380409465, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",HIV/AIDS and sexually transmitted infections,-0.066054074,0.488196957,0.734620513,Under,Research_Investment
PRT,2,800553.1337,7.791896234,0.004237377,4.24E-06,0.000479327,0.000456725,0.000453537,4.24E-06,0.499426366,0.495940088,0.004633546,Research_Investment,-2.762453333,"{'Research_Investment': 0.015572471999453151, 'Health_Infrastructure': 0.00785093438911486, 'Governance': 0.0}",HIV/AIDS and sexually transmitted infections,0.059443432,0.254346729,0.43251592,Under,Research_Investment
ROU,1,415513.6545,305,0.165864625,0.000165865,0.000248787,0.000228363,0.000235401,0.000165865,0.362694505,0.373872789,0.263432706,Over_Performing,2.737542236,"{'Research_Investment': 0.07996360741580226, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",HIV/AIDS and sexually transmitted infections,-0.047133653,0.444779958,0.314102655,Over_Performing,Research_Investment
RUS,33,22657594.25,11171.16498,0.447812728,0.006075086,0.01356613,0.007535967,0.012836199,0.006075086,0.284943301,0.485350955,0.229705744,Governance,-1.455787793,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.13800757398230978}",HIV/AIDS and sexually transmitted infections,-0.137699983,0.372177394,0.246768137,Under,Governance
RWA,13,10072998.63,2285.046071,0.206038296,0.00124265,0.006031161,0.002968714,0.005706652,0.00124265,0.299325397,0.575382398,0.125292205,Governance,-1.228035553,"{'Research_Investment': 0.45904242484986507, 'Health_Infrastructure': 0.08017493027974285, 'Governance': 0.9029518855256576}",HIV/AIDS and sexually transmitted infections,-0.065683019,0.274954904,0.259223398,Under,Governance
SAU,1,1037560.743,419,0.227859928,0.00022786,0.000621235,0.000228363,0.000587809,0.00022786,0.218731565,0.563018381,0.218250054,Over_Performing,1.02630827,"{'Research_Investment': 0.058939245718557166, 'Health_Infrastructure': 0.0, 'Governance': 0.20516200173259377}",HIV/AIDS and sexually transmitted infections,-0.074033759,0.327615837,0.189427092,Over_Performing,Governance
SDN,1,9152863.878,20,0.001984654,1.09E-05,0.005480235,0.000228363,0.005185369,1.09E-05,0.04209754,0.955897454,0.002005006,Governance,-0.551317099,"{'Research_Investment': 0.5018320655944551, 'Health_Infrastructure': 0.05525459914322187, 'Governance': 0.9231515373861827}",HIV/AIDS and sexually transmitted infections,0.06137273,0.023053776,0.036457539,Under,Governance
SEN,4,3536181.296,893,0.229365819,0.00048563,0.002117272,0.000913451,0.002003352,0.00048563,0.268469899,0.588799879,0.142730223,Governance,-0.678820278,"{'Research_Investment': 0.45401360755492065, 'Health_Infrastructure': 0.08359497030010618, 'Governance': 0.8255589723478691}",HIV/AIDS and sexually transmitted infections,-0.074577352,0.276965172,0.232501752,Under,Governance
SGP,5,66386.80466,399.1902667,0.217087029,0.000217087,3.97E-05,0.001141813,3.76E-05,0.000217087,0.817618876,0.026931482,0.155449642,Over_Performing,2.635183317,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.010903657085580562}",HIV/AIDS and sexually transmitted infections,-0.070027704,0.56425908,0.708078717,Over_Performing,Governance
SLB,1,98451.69694,0.127770306,6.95E-05,6.95E-08,5.89E-05,0.000228363,5.58E-05,6.95E-08,0.803505523,0.196249995,0.000244482,Multiple_Factors,-3.93274785,"{'Research_Investment': 0.6354487457909285, 'Health_Infrastructure': 0.07211485572582334, 'Governance': 0.5032865905251716}",HIV/AIDS and sexually transmitted infections,0.063080207,0.401997244,0.695856195,Under,Multiple_Factors
SVN,1,9571.403256,1.185361279,0.000644621,6.45E-07,5.73E-06,0.000228363,5.42E-06,6.45E-07,0.974119731,0.023130527,0.002749742,Over_Performing,1.357353316,"{'Research_Investment': 0.15710941371702242, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",HIV/AIDS and sexually transmitted infections,0.062552893,0.489809607,0.843612433,Over_Performing,Research_Investment
SWE,7,55725.74408,1569.641888,0.853600208,0.0008536,3.34E-05,0.001598538,3.16E-05,0.0008536,0.643609415,0.012710944,0.343679641,Over_Performing,2.575471971,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0668931858130648, 'Governance': 0.0}",HIV/AIDS and sexually transmitted infections,-0.214130995,0.665484348,0.557382104,Over_Performing,Health_Infrastructure
SWZ,14,8774647.852,5697.320035,0.589729268,0.003098308,0.00525378,0.003197077,0.004971098,0.003098308,0.283768859,0.441228926,0.275002215,As_Expected,0.158441117,"{'Research_Investment': 0.49899038060768763, 'Health_Infrastructure': 0.06626127842542963, 'Governance': 0.6613883540480485}",HIV/AIDS and sexually transmitted infections,-0.168735276,0.416886644,0.245751041,As_Expected,Governance
TGO,1,7372083.532,188,0.023162176,0.000102238,0.004414001,0.000228363,0.004176504,0.000102238,0.050667263,0.926649023,0.022683714,Multiple_Factors,-1.199513821,"{'Research_Investment': 0.7062923502033248, 'Health_Infrastructure': 0.08649026828356864, 'Governance': 0.8737670151266874}",HIV/AIDS and sexually transmitted infections,0.044150876,0.048017346,0.043879137,Under,Multiple_Factors
THA,104,23387151.9,61729.97209,2.397344831,0.033569897,0.014002949,0.023749715,0.013249515,0.033569897,0.336545394,0.187752285,0.475702321,Health_Infrastructure,-0.377075766,"{'Research_Investment': 0.028276851925911988, 'Health_Infrastructure': 0.0462400611335911, 'Governance': 0.01843859287738151}",HIV/AIDS and sexually transmitted infections,-0.269889055,0.643975018,0.291456861,Under,Health_Infrastructure
TWN,3,278389.3089,1046.678024,0.569202814,0.000569203,0.000166684,0.000685088,0.000157716,0.000569203,0.485187502,0.111696222,0.403116276,Over_Performing,2.405836747,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",HIV/AIDS and sexually transmitted infections,-0.164527881,0.645710027,0.420184702,Over_Performing,Unknown
TZA,164,102214718.9,95897.57226,0.85213016,0.052150868,0.06120059,0.037451473,0.057907668,0.052150868,0.253891062,0.392567719,0.353541219,Governance,-0.307266175,"{'Research_Investment': 0.3996776943875516, 'Health_Infrastructure': 0.08667165452395872, 'Governance': 0.7599288085962963}",HIV/AIDS and sexually transmitted infections,-0.213967977,0.48048675,0.21987611,Under,Governance
UGA,372,73767153.13,154126.6624,1.897695438,0.083816922,0.044167742,0.084950902,0.041791279,0.083816922,0.403453952,0.198477664,0.398068384,As_Expected,0.058192508,"{'Research_Investment': 0.3608024581637285, 'Health_Infrastructure': 0.07798502323113075, 'Governance': 0.7389858154251658}",HIV/AIDS and sexually transmitted infections,-0.272166817,0.59979536,0.349401372,As_Expected,Governance
UKR,8,9803738.612,1485,0.137577208,0.00080757,0.005869943,0.001826901,0.005554109,0.00080757,0.223103531,0.678274927,0.098621542,Research_Investment,-1.368054919,"{'Research_Investment': 0.11417693937153084, 'Health_Infrastructure': 0.0, 'Governance': 0.023938546010082846}",HIV/AIDS and sexually transmitted infections,-0.032257119,0.210173308,0.193213326,Under,Research_Investment
USA,1355,14433323.38,490331.5963,20,0.266651365,0.008641886,0.309431377,0.008176906,0.266651365,0.529612781,0.013995328,0.456391891,Over_Performing,3.16275588,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.04088428722866789, 'Governance': 0.0}",HIV/AIDS and sexually transmitted infections,1.363675731,0.721198281,0.458658123,Over_Performing,Health_Infrastructure
VNM,33,11163596.78,13039.23268,1.060863863,0.007090975,0.006684152,0.007535967,0.006324508,0.007090975,0.359687126,0.301864942,0.338447933,As_Expected,-0.181035171,"{'Research_Investment': 0.2871082545471857, 'Health_Infrastructure': 0.0011709919634939727, 'Governance': 0.22815093894484012}",HIV/AIDS and sexually transmitted infections,-0.231027082,0.518291496,0.311498188,As_Expected,Research_Investment
VUT,1,35705.03009,0.051123376,2.78E-05,2.78E-08,2.14E-05,0.000228363,2.02E-05,2.78E-08,0.918526707,0.081361468,0.000111825,Multiple_Factors,-4.019496225,"{'Research_Investment': 0.5397171351018227, 'Health_Infrastructure': 0.07595153811456237, 'Governance': 0.3997423027294147}",HIV/AIDS and sexually transmitted infections,0.063119189,0.459375179,0.795467462,Under,Multiple_Factors
ZAF,611,246651653.8,308223.2667,1.134992914,0.167617497,0.147681536,0.139529573,0.139735473,0.167617497,0.312228739,0.312689486,0.375081774,Multiple_Factors,-0.571884062,"{'Research_Investment': 0.0059673627242409835, 'Health_Infrastructure': 0.0875737216645977, 'Governance': 0.11954651896667322}",HIV/AIDS and sexually transmitted infections,-0.236141505,0.531196144,0.27039802,Under,Multiple_Factors
ZMB,89,51251048.79,36546.5328,0.647672097,0.019874679,0.030686328,0.020324275,0.029035238,0.019874679,0.293558348,0.419377153,0.287064499,Multiple_Factors,-0.653011319,"{'Research_Investment': 0.4830807591211639, 'Health_Infrastructure': 0.07522736250324885, 'Governance': 0.6551751889717214}",HIV/AIDS and sexually transmitted infections,-0.179942225,0.433843673,0.254228987,Under,Multiple_Factors
ZWE,102,75461972.19,66867.88062,0.804824466,0.036363987,0.045182507,0.023292989,0.042751444,0.036363987,0.227451896,0.417460244,0.35508786,Governance,-0.836653125,"{'Research_Investment': 0.35837865688875814, 'Health_Infrastructure': 0.07782280789419652, 'Governance': 0.8105167931511758}",HIV/AIDS and sexually transmitted infections,-0.206965244,0.468813808,0.19697912,Under,Governance
AFG,11,2567806.8,3827,1.947432145,0.002622077,0.001346428,0.005240591,0.001282338,0.002622077,0.573054947,0.140222764,0.286722289,Over_Performing,0.962410347,"{'Research_Investment': 0.5827596970126302, 'Health_Infrastructure': 0.0, 'Governance': 1.0717279262133934}",Neglected tropical diseases and malaria,-0.274784671,0.573249762,0.496280142,Over_Performing,Governance
AGO,5,28454867.8,1812.793335,0.083244958,0.001242039,0.014920292,0.002382087,0.014210087,0.001242039,0.13356837,0.796788012,0.069643619,Multiple_Factors,-1.709579614,"{'Research_Investment': 0.3073985704570278, 'Health_Infrastructure': 0.0, 'Governance': 0.30697526953606435}",Neglected tropical diseases and malaria,0.059889276,0.136427803,0.115673601,Under,Multiple_Factors
ARG,9,937158.9458,1922.619438,1.317286687,0.001317287,0.000491399,0.004287756,0.000468008,0.001317287,0.70602999,0.077063103,0.216906907,Over_Performing,0.729542568,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.023025105615097956, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.22208165,0.569921902,0.611439907,Over_Performing,Health_Infrastructure
AUS,21,27006.48708,2690.518043,1.843414005,0.001843414,1.42E-05,0.010004764,1.35E-05,0.001843414,0.843453614,0.001137006,0.155409381,Over_Performing,3.25499716,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.268681484,0.577136188,0.730452256,Over_Performing,Unknown
AUT,1,54223.96787,38,0.026035779,2.60E-05,2.84E-05,0.000476417,2.71E-05,2.60E-05,0.899695012,0.051137466,0.049167522,Multiple_Factors,0.311814597,{},Neglected tropical diseases and malaria,0.084882729,0.499015028,0.779158736,Over_Performing,Multiple_Factors
BEL,3,14121.70799,297.4443019,0.203794579,0.000203795,7.40E-06,0.001429252,7.05E-06,0.000203795,0.871442612,0.00429989,0.124257498,Over_Performing,4.076238594,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neglected tropical diseases and malaria,0.013551226,0.559978804,0.75469144,Over_Performing,Unknown
BEN,24,26841518.24,25723,1.25222035,0.017624167,0.014074333,0.011434016,0.013404396,0.017624167,0.269272771,0.315675498,0.41505173,Governance,-1.01859343,"{'Research_Investment': 0.46787369391272343, 'Health_Infrastructure': 0.0, 'Governance': 0.8176366869607956}",Neglected tropical diseases and malaria,-0.213656582,0.549688116,0.233197061,Under,Governance
BFA,76,72720257.28,67493.65626,1.212756931,0.046243418,0.038130822,0.036207718,0.036315796,0.046243418,0.304863629,0.30577363,0.389362741,Governance,-1.130142857,"{'Research_Investment': 0.4578623793720119, 'Health_Infrastructure': 0.0, 'Governance': 1.5673417494949669}",Neglected tropical diseases and malaria,-0.208056631,0.541794556,0.264019648,Under,Governance
BGD,22,17529322.92,5879,0.438232453,0.004028009,0.00919149,0.010481182,0.008753975,0.004028009,0.450548379,0.376301969,0.173149652,Research_Investment,-1.119466168,"{'Research_Investment': 0.06301178251727847, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.056053645,0.398423841,0.390186342,Under,Research_Investment
BOL,9,1053561.959,2160,1.47992847,0.001479928,0.000552435,0.004287756,0.000526139,0.001479928,0.68126414,0.083596039,0.235139821,Over_Performing,0.891042619,"{'Research_Investment': 0.3049144013698104, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.239153165,0.575771891,0.589992052,Over_Performing,Research_Investment
BRA,65,18434638.07,11349.68133,0.804480033,0.007776258,0.009666191,0.030967127,0.009206081,0.007776258,0.645828413,0.19199548,0.162176107,Health_Infrastructure,-1.168380848,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.17606875167585945, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.138941991,0.485090313,0.559303812,Under,Health_Infrastructure
CAF,1,12367509.08,251,0.026519034,0.000171973,0.006484896,0.000476417,0.006176215,0.000171973,0.069808775,0.904992234,0.025198991,Governance,-2.121618793,"{'Research_Investment': 1.0511693636885076, 'Health_Infrastructure': 0.0, 'Governance': 2.0775761726560473}",Neglected tropical diseases and malaria,0.084658504,0.060103378,0.060456172,Under,Governance
CAN,7,29497.968,1559.972547,1.068818419,0.001068818,1.55E-05,0.003334921,1.47E-05,0.001068818,0.754768229,0.003333959,0.241897811,Over_Performing,3.543635898,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.1182456500001496, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.186745995,0.619281926,0.653648461,Over_Performing,Health_Infrastructure
CHE,8,8286.072913,859.8914505,0.589156407,0.000589156,4.34E-06,0.003811339,4.14E-06,0.000589156,0.8653022,0.000939462,0.133758338,Over_Performing,4.272394751,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.09257374,0.566409438,0.749373687,Over_Performing,Unknown
CHL,4,294614.3415,1951.516904,1.337085845,0.001337086,0.000154481,0.001905669,0.000147128,0.001337086,0.562163795,0.043401962,0.394434243,Over_Performing,3.075599328,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.22339691390640865, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.224386711,0.67551614,0.486848128,Over_Performing,Health_Infrastructure
CHN,46,35753198.03,18380.67381,0.671757851,0.012593557,0.018747167,0.021915198,0.017854803,0.012593557,0.418520035,0.34097765,0.240502315,Health_Infrastructure,-1.472790342,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.08888108791105427, 'Governance': 0.0}",Neglected tropical diseases and malaria,-0.111003469,0.449762332,0.362448982,Under,Health_Infrastructure
CIV,32,61566533.89,20540.99029,0.435956232,0.014073702,0.032282374,0.015245355,0.030745734,0.014073702,0.253815167,0.51187615,0.234308682,Governance,-2.123775065,"{'Research_Investment': 0.18677436473916914, 'Health_Infrastructure': 0.0, 'Governance': 0.7651658131639181}",Neglected tropical diseases and malaria,-0.055435089,0.361216266,0.219810383,Under,Governance
CMR,19,55340189.42,5760.603717,0.13601712,0.00394689,0.029017594,0.009051929,0.027636357,0.00394689,0.222760925,0.680109202,0.097129874,Governance,-2.077375047,"{'Research_Investment': 0.13496260172178115, 'Health_Infrastructure': 0.0, 'Governance': 0.3536619525206877}",Neglected tropical diseases and malaria,0.038428103,0.208510336,0.19291662,Under,Governance
COD,19,208361566.8,6245.921246,0.039169237,0.004279406,0.109254258,0.009051929,0.104053759,0.004279406,0.077113108,0.886430765,0.036456127,Governance,-3.649654066,"{'Research_Investment': 0.3646463613762013, 'Health_Infrastructure': 0.0, 'Governance': 1.124611956496861}",Neglected tropical diseases and malaria,0.078920582,0.075012681,0.066781911,Under,Governance
