PMID,TA,JID,Category
39412084,Acta Paediatr,9205968,H
39418883,ESMO Open,101690685,C
39511718,Clin Obes,101560587,C
39695998,BMC Nephrol,100967793,C
37769182,Ann Am Thorac Soc,101600811,C
31476905,Hypertension,7906255,G
27911344,J Parkinsons Dis,101567362,C
36394498,Child Obes,101542497,C
38452246,Neuro Oncol,100887420,C
39683618,Nutrients,101521595,H
39343600,J Atheroscler Thromb,9506298,C
12860806,Arch Ophthalmol,7706534,H
38111267,Mov Disord,8610688,C
39969290,Medicine (Baltimore),2985248R,N
39127461,J Pediatr (Rio J),2985188R,N
38837393,Antimicrob Agents Chemother,315061,E
38039780,Psychiatry Res Neuroimaging,101723001,F
39221611,Headache,2985091R,C
39592365,Br J Anaesth,372541,H
37962572,Clin Res Cardiol,101264123,C
39093092,Technol Health Care,9314590,H
38849670,Eur Child Adolesc Psychiatry,9212296,M
39551064,Lancet Oncol,100957246,C
29972089,J Asthma,8106454,C
37571297,Nutrients,101521595,H
39776474,Front Public Health,101616579,H
39180265,Eur J Pain,9801774,C
39531116,AIDS Behav,9712133,N
16676791,Sleep,7809084,G
35666937,Psychol Trauma,101495376,F
38466266,JAMA Intern Med,101589534,H
36794394,Acta Oncol,8709065,G
39665530,J Diabetes Investig,101520702,C
37916545,Oral Health Prev Dent,101167768,E
20950507,Int Psychogeriatr,9007918,F
39592738,Br J Cancer,370635,C
37973488,Am J Geriatr Psychiatry,9309609,F
34146521,J Am Med Dir Assoc,100893243,E
37343707,Int J Radiat Oncol Biol Phys,7603616,H
27345931,Int J Neurosci,270707,H
36996174,Emotion,101125678,F
38881275,Int J Paediatr Dent,9107511,H
39428863,Cancer,374236,C
39394512,Hypertens Res,9307690,C
39626227,J Med Internet Res,100959882,H
37199961,Psychol Addict Behav,8802734,C
39632341,Neuropsychopharmacol Rep,101719700,F
39681609,Sci Rep,101563288,H
34086521,Disabil Rehabil,9207179,E
36722623,Diabetes Obes Metab,100883645,C
39714090,JMIR Res Protoc,101599504,H
39896810,Front Immunol,101560960,G
39769371,Int J Mol Sci,101092791,H
39561184,PLoS Negl Trop Dis,101291488,H
37929318,Am J Hematol,7610369,H
37439803,Oral Health Prev Dent,101167768,E
39007942,J Epidemiol Glob Health,101592084,H
16185377,Int Psychogeriatr,9007918,F
39652431,Crit Care Explor,101746347,E
39325552,Int Endod J,8004996,E
39560746,Diabetologia,6777,C
14527904,Ann Surg Oncol,9420840,C
28598826,Breast Dis,8801277,C
39616373,J Health Popul Nutr,100959228,G
39906744,Front Immunol,101560960,G
32657194,Int J Psychiatry Clin Pract,9709509,F
37875178,Am J Obstet Gynecol MFM,101746609,H
37752724,Disabil Rehabil,9207179,E
27789170,Rev Esp Cardiol (Engl Ed),101587954,C
39434255,Clin Pharmacol Ther,372741,H
33345659,Acta Oncol,8709065,G
24165860,J Health Psychol,9703616,H
37495576,Nat Commun,101528555,H
21729424,Int Psychogeriatr,9007918,F
35980240,J Adhes Dent,100888552,H
37769314,Obstet Gynecol,401101,H
39695442,BMC Psychiatry,100968559,F
39326921,Eur Respir J,8803460,C
24534207,Chin Med J (Engl),7513795,E
39834874,F1000Res,101594320,H
39633422,J Transl Med,101190741,H
39489621,Appl Psychol Health Well Being,101502957,F
35049252,Oral Health Prev Dent,101167768,E
38687029,Oral Health Prev Dent,101167768,E
38954525,Sleep,7809084,G
39559905,Alzheimers Dement,101231978,C
39806595,BMJ Open,101552874,H
34571194,J Pain Symptom Manage,8605836,E
37103915,J Clin Psychiatry,7801243,F
37607815,Respir Care,7510357,E
39388670,Am J Public Health,1254074,H
39969380,Medicine (Baltimore),2985248R,N
37666539,Int J Gynecol Cancer,9111626,C
38753831,Phys Ther,22623,E
37256558,Expert Rev Pharmacoecon Outcomes Res,101132257,H
36057030,Eur J Drug Metab Pharmacokinet,7608491,H
39679951,JMIR Form Res,101726394,H
39695728,Malar J,101139802,C
39460594,Acta Ophthalmol,101468102,C
37671754,J Diabetes Sci Technol,101306166,C
39401314,Med Sci Sports Exerc,8005433,I
17015550,Pediatrics,376422,H
31762434,Int Psychogeriatr,9007918,F
36172716,Hand (N Y),101264149,A
39639086,Sci Rep,101563288,H
39649562,J Sports Sci Med,101174629,H
39258948,Dev Med Child Neurol,6761,H
37203233,Hepatology,8302946,C
39300794,Am J Rhinol Allergy,101490775,C
38847840,Dysphagia,8610856,G
37768628,J Consult Clin Psychol,136553,F
11346432,Arch Otolaryngol Head Neck Surg,8603209,H
33159633,Breast Cancer Res Treat,8111104,C
39614192,BMC Infect Dis,100968551,C
39102049,Psychopharmacology (Berl),7608025,F
26409407,Restor Neurol Neurosci,9005499,H
37350136,J Diabetes Sci Technol,101306166,C
39654215,Medicine (Baltimore),2985248R,N
28872915,Amyotroph Lateral Scler Frontotemporal Degener,101587185,F
39692067,J Int Assoc Provid AIDS Care,101603896,C
28222815,Int Psychogeriatr,9007918,F
38573708,Clin Cancer Res,9502500,C
39688866,JAMA Netw Open,101729235,N
25773130,J Am Med Inform Assoc,9430800,L
39707791,Ann Neurol,7707449,H
20353624,Int Psychogeriatr,9007918,F
39352113,Int J Surg,101228232,E
36259527,Clin Infect Dis,9203213,C
39589855,Future Oncol,101256629,C
39693127,J Med Internet Res,100959882,H
39444312,Eur J Heart Fail,100887595,C
39642016,Med Care,230027,N
27553024,Tumour Biol,8409922,C
31268376,Mod Rheumatol,100959226,C
31914811,Future Oncol,101256629,C
38127335,JAMA Oncol,101652861,C
32366156,Postgrad Med,401147,H
32985396,Int Psychogeriatr,9007918,F
37707467,Psychol Addict Behav,8802734,C
39373173,Aliment Pharmacol Ther,8707234,E
37791926,J Adolesc Health,9102136,H
39707277,BMC Musculoskelet Disord,100968565,C
32431251,Int Psychogeriatr,9007918,F
39395197,Exp Physiol,9002940,H
38522033,J Physiol,266262,H
37708699,Patient Educ Couns,8406280,I
39251407,J Sleep Res,9214441,G
39226189,ESC Heart Fail,101669191,C
39379705,Nat Med,9502015,H
39749020,Front Endocrinol (Lausanne),101555782,H
39656459,JAMA Netw Open,101729235,N
36919800,J Commun Healthc,101489047,I
39103782,BMC Anesthesiol,100968535,D
38072236,Am J Obstet Gynecol MFM,101746609,H
38652494,Cancer Epidemiol Biomarkers Prev,9200608,C
39469898,Clin Rehabil,8802181,E
28582885,J Pediatr Rehabil Med,101490944,E
39521724,Diabet Med,8500858,C
37036031,Top Stroke Rehabil,9439750,C
39711028,Epidemiol Psychiatr Sci,101561091,F
38402850,Sex Health,101242667,F
37933882,Cancer,374236,C
39758759,J Prev Med Hyg,9214440,N
39625912,PLoS One,101285081,H
39414371,Appl Psychol Health Well Being,101502957,F
39163858,Med,101769215,H
38942887,Pediatr Res,100714,H
37707296,J Clin Sleep Med,101231977,G
39498761,Nurs Health Sci,100891857,H
39352877,PLoS One,101285081,H
39520048,Br J Clin Pharmacol,7503323,H
38266570,J Diabetes Complications,9204583,C
38466072,Altern Ther Health Med,9502013,E
39552102,Muscle Nerve,7803146,C
39649564,J Sports Sci Med,101174629,H
39225890,AIDS Behav,9712133,N
39668107,BMJ Open Respir Res,101638061,C
38848006,J Interv Card Electrophysiol,9708966,H
39707544,Trials,101263253,E
39191956,Eur J Clin Nutr,8804070,G
32515413,Oral Health Prev Dent,101167768,E
39314133,Clin Mol Hepatol,101586730,C
34226291,Int J Gynecol Cancer,9111626,C
39279580,J Clin Oncol,8309333,H
39618428,Drug Des Devel Ther,101475745,D
33764845,AIDS Care,8915313,I
39520181,Allergy,7804028,C
39686453,Medicine (Baltimore),2985248R,N
38282225,Psychooncology,9214524,C
39442617,Ann Oncol,9007735,C
38497649,J Aging Health,8912686,N
29654913,Clin Gastroenterol Hepatol,101160775,H
39709368,BMC Public Health,100968562,N
39801728,JSLS,100884618,E
39621654,PLoS One,101285081,H
38949906,J Assoc Nurses AIDS Care,9111870,C
39511001,Surg Endosc,8806653,E
39718659,Angiogenesis,9814575,C
39474765,Catheter Cardiovasc Interv,100884139,C
38055292,J Acquir Immune Defic Syndr,100892005,C
33357510,Lancet Oncol,100957246,C
29111873,Mult Scler,9509185,C
39697289,Front Public Health,101616579,H
38070852,Environ Res,147621,H
39186196,Int Forum Allergy Rhinol,101550261,C
39592167,J Gastroenterol Hepatol,8607909,C
39621100,Eur J Psychotraumatol,101559025,F
37109598,Medicina (Kaunas),9425208,H
39707209,BMC Anesthesiol,100968535,D
28929782,Aging Ment Health,9705773,N
39609022,BMJ Open,101552874,H
39592886,Diabetes Obes Metab,100883645,C
39866730,F1000Res,101594320,H
39151115,J Clin Oncol,8309333,H
39620153,F1000Res,101594320,H
29543659,Clin Orthop Relat Res,75674,H
39624006,Fam Process,400666,F
39555738,J Cosmet Dermatol,101130964,H
39039797,ESC Heart Fail,101669191,C
32125197,Acta Odontol Scand,370344,E
39702335,Virol J,101231645,H
39438126,Gut,2985108R,H
39673064,BMC Pharmacol Toxicol,101590449,H
23957590,Scand J Gastroenterol,60105,H
38902860,Transplantation,132144,E
39400083,Oral Health Prev Dent,101167768,E
39138719,Neurocrit Care,101156086,C
39702060,BMC Nephrol,100967793,C
32946700,Scand J Gastroenterol,60105,H
39859024,Medicina (Kaunas),9425208,H
39625741,J Med Internet Res,100959882,H
37221362,Eye (Lond),8703986,H
32538182,Scand J Gastroenterol,60105,H
20417055,J Emerg Med,8412174,H
38875121,Pain,7508686,C
39212270,JAMA,7501160,H
27927036,Disabil Rehabil,9207179,E
26788833,Ocul Immunol Inflamm,9312169,C
37769143,J Spinal Cord Med,9504452,C
38971895,Mol Psychiatry,9607835,H
39037892,JAMA,7501160,H
38032624,JAMA Otolaryngol Head Neck Surg,101589542,C
39145700,ESC Heart Fail,101669191,C
33667741,J Vasc Surg Venous Lymphat Disord,101607771,E
38943382,J Back Musculoskelet Rehabil,9201340,A
30833160,Lancet Infect Dis,101130150,C
15841875,Psychol Med,1254142,F
39602188,Clin Transl Gastroenterol,101532142,C
33706000,J Vasc Surg Venous Lymphat Disord,101607771,E
39621348,JAMA Netw Open,101729235,N
38277075,J Autism Dev Disord,7904301,M
38828555,J Clin Endocrinol Metab,375362,G
37671755,J Diabetes Sci Technol,101306166,C
39740934,RMD Open,101662038,C
39788501,Zhong Nan Da Xue Xue Bao Yi Xue Ban,101230586,H
39709402,BMC Oral Health,101088684,C
31215242,Future Oncol,101256629,C
39703109,Diabetes Obes Metab,100883645,C
39031233,J Clin Monit Comput,9806357,L
11011328,Am Heart J,370465,H
16845576,J Autism Dev Disord,7904301,M
39796503,Nutrients,101521595,H
39587799,Br J Nutr,372547,G
39643480,Brain Behav,101570837,A
23463655,J Clin Endocrinol Metab,375362,G
39722035,BMC Med Educ,101088679,I
39543451,J Paediatr Child Health,9005421,H
38309011,Psychiatry Res,7911385,F
39587989,J Cosmet Dermatol,101130964,H
39173827,Chest,231335,C
39654085,Korean J Anesthesiol,101502451,H
37488997,Addiction,9304118,C
38372704,Schizophr Bull,236760,F
37462260,J Psychosoc Oncol,8309337,I
22578664,Int Psychogeriatr,9007918,F
33284639,Scand J Gastroenterol,60105,H
39135446,Arthritis Care Res (Hoboken),101518086,C
39033924,Ophthalmol Retina,101695048,A
15199353,Am Heart J,370465,H
38285565,JAMA Intern Med,101589534,H
38043228,Drug Alcohol Depend,7513587,C
37429783,Int J Orthop Trauma Nurs,101528681,C
25444377,Rev Esp Cardiol (Engl Ed),101587954,C
30776918,Anxiety Stress Coping,9212242,F
39624892,Circ Cardiovasc Qual Outcomes,101489148,E
38363002,Psychooncology,9214524,C
37245239,AIDS Care,8915313,I
37409464,Acupunct Med,9304117,E
39340828,Circulation,147763,A
32213121,J Am Coll Nutr,8215879,G
39172172,Acta Diabetol,9200299,C
39624771,Drug Des Devel Ther,101475745,D
39683547,Nutrients,101521595,H
37487764,Disabil Health J,101306633,M
39542995,Drugs,7600076,D
37935524,Int J Gynecol Cancer,9111626,C
39742290,Mediators Inflamm,9209001,C
34162298,Curr Med Res Opin,351014,H
39768977,Medicina (Kaunas),9425208,H
34488061,J Clin Anesth,8812166,H
39503145,Anesth Prog,43533,E
34259433,Oral Health Prev Dent,101167768,E
38194432,Ocul Immunol Inflamm,9312169,C
39611099,Pathol Oncol Res,9706087,C
34806530,Acta Oncol,8709065,G
39535306,Eur J Haematol,8703985,H
39678525,Iran J Med Sci,8104374,H
39012526,Eur Radiol,9114774,E
38051643,Clin Infect Dis,9203213,C
39494607,Br J Nutr,372547,G
39250328,Pain,7508686,C
35258990,J Clin Oncol,8309333,H
38439099,Malar J,101139802,C
39291344,BJOG,100935741,C
38748240,Eur Child Adolesc Psychiatry,9212296,M
39266012,J Sleep Res,9214441,G
36866658,Pain Manag,101555934,E
38149335,Sports Health,101518422,I
39679788,Microbiol Spectr,101634614,G
30322793,J Am Coll Radiol,101190326,H
37315922,Rev Esp Cardiol (Engl Ed),101587954,C
31284794,Expert Opin Biol Ther,101125414,E
38383839,J Racial Ethn Health Disparities,101628476,I
38180851,Clin Infect Dis,9203213,C
39620369,Gut Microbes,101495343,A
39172725,Int J Surg,101228232,E
39663670,Korean J Anesthesiol,101502451,H
35866676,Oral Health Prev Dent,101167768,E
39402910,J Clin Periodontol,425123,E
37597201,J Neurotrauma,8811626,C
38307806,Eur Urol Focus,101665661,H
39552477,Br J Haematol,372544,H
39734340,Turk J Med Sci,9441758,H
39576191,Epilepsia,2983306R,C
37227402,J Clin Psychiatry,7801243,F
39402929,J Atten Disord,9615686,F
39354196,Nat Med,9502015,H
39702205,J Neuroeng Rehabil,101232233,C
39460719,Ann Clin Transl Neurol,101623278,A
20478097,Int Psychogeriatr,9007918,F
28582848,Cancer Biomark,101256509,C
35288147,Gastrointest Endosc,10505,H
39718121,J Pediatr Gastroenterol Nutr,8211545,C
39609659,J Psychopharmacol,8907828,F
39155237,Br J Clin Pharmacol,7503323,H
36878891,Psychol Med,1254142,F
39588869,Alzheimers Dement,101231978,C
31738117,Immunotherapy,101485158,E
39702254,J Cardiothorac Surg,101265113,E
31662331,Clin Cancer Res,9502500,C
39444257,Int Forum Allergy Rhinol,101550261,C
38877762,J Infect Dis,413675,C
39690410,Glob Health Res Policy,101705789,I
37120826,Anxiety Stress Coping,9212242,F
38348544,Br J Haematol,372544,H
39806624,BMJ Open,101552874,H
30654658,Amyotroph Lateral Scler Frontotemporal Degener,101587185,F
39609817,BMC Oral Health,101088684,C
39641926,JAMA Netw Open,101729235,N
37874653,Diabetes,372763,C
39137100,J Cataract Refract Surg,8604171,E
39768945,Medicina (Kaunas),9425208,H
31791332,Malar J,101139802,C
37883738,J Clin Oncol,8309333,H
38376212,Clin Infect Dis,9203213,C
39586374,Braz J Anesthesiol,101624623,D
39300780,Eur J Heart Fail,100887595,C
37235836,J Clin Oncol,8309333,H
25613351,J Parkinsons Dis,101567362,C
38824442,JAMA,7501160,H
15725986,Med Care,230027,N
39327707,BJOG,100935741,C
38760973,JDR Clin Trans Res,101684997,H
37577773,J Sleep Res,9214441,G
39470698,Circulation,147763,A
37731137,J Gen Intern Med,8605834,H
38101253,J Anxiety Disord,8710131,F
39501727,Headache,2985091R,C
39723627,Future Oncol,101256629,C
39696829,Diabetes Obes Metab,100883645,C
25268968,Int Psychogeriatr,9007918,F
38061223,Int J Drug Policy,9014759,C
38262002,J Clin Endocrinol Metab,375362,G
39666696,PLoS One,101285081,H
39612211,J Med Internet Res,100959882,H
32603560,J Clin Psychiatry,7801243,F
37016730,Behav Sleep Med,101149327,C
38588666,Memory,9306862,C
36412106,Psychol Health,8807983,I
38340345,Transl Behav Med,101554668,I
37598642,Addict Behav,7603486,G
39738698,Sci Rep,101563288,H
39037800,JAMA,7501160,H
37838604,Br J Anaesth,372541,H
31066313,Disabil Rehabil,9207179,E
39497468,Diabetes Obes Metab,100883645,C
38241510,J Spinal Cord Med,9504452,C
39591454,PLoS Negl Trop Dis,101291488,H
37982982,Drugs Aging,9102074,E
39019150,J Invest Dermatol,426720,H
36028357,J Thorac Cardiovasc Surg,376343,H
31498127,J Parkinsons Dis,101567362,C
39359033,Eur J Heart Fail,100887595,C
39637378,JMIR Form Res,101726394,H
39732398,Am J Clin Nutr,376027,G
38875119,Hepatology,8302946,C
38109034,J Autism Dev Disord,7904301,M
32735145,Mod Rheumatol,100959226,C
39702172,BMC Musculoskelet Disord,100968565,C
33308471,Lancet,2985213R,H
35654408,Acta Otolaryngol,370354,H
39771010,Nutrients,101521595,H
37352908,Am J Obstet Gynecol,370476,H
39730897,Sci Rep,101563288,H
23512329,Tumour Biol,8409922,C
38459338,Nat Biotechnol,9604648,H
37925077,Diabetes Res Clin Pract,8508335,C
39707623,Clin Pharmacol Ther,372741,H
39410868,J Cosmet Dermatol,101130964,H
37038340,J Evid Based Integr Med,101719675,H
35347848,Early Interv Psychiatry,101320027,H
34904799,N Engl J Med,255562,H
38630878,J Bone Miner Res,8610640,D
39732649,BMC Infect Dis,100968551,C
39606847,Prim Health Care Res Dev,100897390,H
33162389,Rev Esp Cardiol (Engl Ed),101587954,C
39400461,Epilepsia Open,101692036,C
38009576,Addiction,9304118,C
38532530,Sports Health,101518422,I
37932539,J Gen Intern Med,8605834,H
39383487,J Clin Oncol,8309333,H
39676512,ESC Heart Fail,101669191,C
35244504,Disabil Rehabil,9207179,E
38598574,N Engl J Med,255562,H
39175423,J Cosmet Dermatol,101130964,H
39159627,Med Princ Pract,8901334,H
39770931,Nutrients,101521595,H
30760125,Curr Med Res Opin,351014,H
39111700,J Vasc Surg Venous Lymphat Disord,101607771,E
38376946,Mil Psychol,8915802,F
39694610,Can J Surg,372715,H
26919044,Int J Audiol,101140017,F
25963425,Future Oncol,101256629,C
37722833,Mil Psychol,8915802,F
38970233,Acta Ophthalmol,101468102,C
31313942,Future Oncol,101256629,C
36215334,PLoS Negl Trop Dis,101291488,H
34252576,J Vasc Surg Venous Lymphat Disord,101607771,E
39687954,Indian J Pharmacol,7902477,H
39666729,JMIR Mhealth Uhealth,101624439,L
38749032,N Engl J Med,255562,H
38536764,JAMA Ophthalmol,101589539,E
39637057,PLoS One,101285081,H
17156179,Addiction,9304118,C
39317182,Am J Trop Med Hyg,370507,H
39672591,RMD Open,101662038,C
34031138,Drug Metab Dispos,9421550,D
39742013,Cardiovasc Ther,101319630,C
39586022,Ultrasound Obstet Gynecol,9108340,E
39718436,Crit Care Med,355501,N
38103187,J Am Geriatr Soc,7503062,H
38325290,Clin Infect Dis,9203213,C
39305340,Diabetologia,6777,C
39707424,J Orthop Surg Res,101265112,E
11972383,Gynecol Oncol,365304,C
39949339,Front Public Health,101616579,H
39699700,Hernia,9715168,E
39069901,Ann Surg,372354,H
39969309,Medicine (Baltimore),2985248R,N
36315419,Scand J Rheumatol,321213,C
37263749,Eur Respir J,8803460,C
37788108,AIDS,8710219,C
39683431,Nutrients,101521595,H
32221151,J Cataract Refract Surg,8604171,E
33252090,J Neuromuscul Dis,101649948,C
37977194,J Acquir Immune Defic Syndr,100892005,C
25923596,HIV Clin Trials,100936377,E
39717198,Drug Des Devel Ther,101475745,D
39809255,Med Sci Sports Exerc,8005433,I
37942930,J Clin Sleep Med,101231977,G
39284545,J Cardiol,8804703,H
39250535,J Clin Oncol,8309333,H
39690158,Signal Transduct Target Ther,101676423,G
39696383,BMC Med,101190723,H
37816208,JCO Oncol Pract,101758685,C
39347921,J Clin Pharmacol,366372,H
38093598,Dev Psychopathol,8910645,G
39235816,JAMA,7501160,H
39683487,Nutrients,101521595,H
39696018,BMC Psychiatry,100968559,F
39845951,Front Immunol,101560960,G
39702132,Lipids Health Dis,101147696,G
36064612,Mol Autism,101534222,F
39601809,Arch Gynecol Obstet,8710213,H
21986347,Arch Intern Med,372440,H
38366914,Alcohol Alcohol,8310684,D
38477894,JAMA Psychiatry,101589550,H
39141382,JAMA,7501160,H
38127015,Mayo Clin Proc,405543,H
35110393,J Pharmacol Exp Ther,376362,H
38194625,J Clin Oncol,8309333,H
37816198,JCO Oncol Pract,101758685,C
39704627,Eur Endod J,101717480,E
39625722,JAMA Netw Open,101729235,N
22410389,Rev Esp Cardiol (Engl Ed),101587954,C
39158894,JAMA,7501160,H
39715605,Ophthalmic Res,267442,H
39639276,BMC Oral Health,101088684,C
38294497,Clin Res Cardiol,101264123,C
35678594,Future Oncol,101256629,C
34323574,Health Psychol,8211523,F
39680874,JMIR Res Protoc,101599504,H
38864155,JAMA,7501160,H
39768803,Medicina (Kaunas),9425208,H
39627349,Sci Rep,101563288,H
39716387,Int J Neuropsychopharmacol,9815893,D
39696526,J Hematol Oncol,101468937,H
37952132,N Engl J Med,255562,H
39617673,Clin Ther,7706726,E
39587796,Neurogastroenterol Motil,9432572,G
39193834,ESC Heart Fail,101669191,C
39514851,J Neurosci Nurs,8603596,N
38923099,Nurs Crit Care,9808649,E
38308091,Int J Impot Res,9007383,C
35341443,Disabil Rehabil,9207179,E
38907609,Clin Trials,101197451,H
39622021,JMIR Res Protoc,101599504,H
39543837,J Obstet Gynaecol Res,9612761,H
38290574,Am J Clin Nutr,376027,G
38157402,J Infect Dis,413675,C
39627222,Nat Commun,101528555,H
39436905,Oncologist,9607837,C
39421964,Aging Cell,101130839,G
39574411,J Cosmet Dermatol,101130964,H
37861939,Res Child Adolesc Psychopathol,101773609,F
38206340,Int Urogynecol J,101567041,C
39630726,Rev Assoc Med Bras (1992),9308586,H
38101902,Lancet Neurol,101139309,H
37578485,Pain,7508686,C
33967056,J Parkinsons Dis,101567362,C
